repository,language,community,continuous_integration,documentation,history,management,license,unit_test,pull,dependency,releases,size,weight-based score,Engineered Project
alunny/node-xcode,JavaScript,8,0,0.017405063,5.35483871,0.919354839,1,0,0.930232558,0.80952381,0,17388,60,project
nitrogen/nitrogen_core,JavaScript,2,1,0.199814861,9.469565217,0.47826087,1,0,0.964912281,0.25,0,153866,50,project
qos-ch/slf4j,Java,2,1,0.326867364,9.376404494,1.382022472,1,0.305640543,0.694610778,0,1,42752,50,project
rdegges/django-twilio,Python,3,1,0.191395664,6.23853211,0.623853211,1,0.81443299,0.99543379,0.458333333,1,4774,60,project
grails-plugins/grails-rabbitmq,Groovy,4,1,0.089949518,2.492063492,0.142857143,1,0,0.96875,0.047619048,1,3966,30,project
solidsnack/system-uuid,Haskell,1,0,0.134210526,1.138888889,0.027777778,1,0,0.666666667,0,1,658,20,project
dresende/node-rack,JavaScript,1,0,0.042288557,4.5,0,1,0,1,1,0,770,35,project
jenkinsci/crowd2-plugin,Java,4,0,0.347281613,1.625,0.40625,1,0.096399535,0.944444444,0,0,4274,30,project
jglobus/JGlobus,Java,13,0,0.291417649,3.490566038,0.5,1,0.24234292,0.991111111,0,1,105284,70,project
padrig64/ValidationFramework,Java,2,1,0.530131684,7.582524272,0.048543689,1,0.256734052,1,0,1,43460,50,project
LuminosoInsight/ordered-set,Python,6,0,0.357226792,1.531914894,0.287234043,1,0,0.974025974,0,0,1094,40,project
kevin1024/vcrpy,Python,18,1,0.158958507,10.21428571,3.010204082,1,0.286704586,0.968609865,0.5625,1,14148,80,project
owncloud/android,Java,12,0,0.166440877,77.60185185,2.981481481,1,0.003354058,0.985507246,0.266129032,1,173512,70,project
stedolan/jq,C,6,1,0.157500602,14.07446809,5.585106383,1,0.4348283,0.861313869,0.06993007,1,90904,80,project
sopel-irc/sopel,Python,10,1,0.279119717,37.203125,8.1328125,1,0.350798455,0.993073048,0.45,1,43632,80,project
clojure-liberator/liberator,Clojure,7,1,0.08161091,3.383333333,1.358333333,1,0,0.954887218,0,0,8620,60,project
yukuku/androidbible,Java,2,1,0.079705338,28.91338583,0.503937008,1,0.020750862,0.791666667,0.903225806,0,213628,60,project
wickman/pystachio,Python,2,1,0.076221149,1.191919192,0.212121212,1,0.471651311,0.945945946,0,0,6884,30,project
nigeljonez/newpyfibot,Python,3,0,0.204661928,3.452054795,0.01369863,1,0.03390183,1,0,0,9622,50,project
cucumber/cucumber-cpp,C++,5,1,0.072519503,3.722222222,1.101851852,1,0.201308024,0.936842105,0.8125,1,16882,80,project
edenhill/librdkafka,C,1,1,0.274862208,37.85263158,1.821052632,1,0.027938947,0.970588235,0.75,0,212870,60,project
lvc/japi-compliance-checker,Perl,2,0,0.039751553,1.011764706,0.611764706,1,0,1,0,0,26282,10,project
manateelazycat/deepin-software-center,Python,1,0,0.204947254,43.23076923,0.230769231,1,0,1,0,0,21856,40,project
rethinkdb/rethinkdb,C++,12,0,0.176380257,259.1472868,0,1,0.061239898,0.983723296,0,0,906410,65,project
rebar/rebar,Erlang,18,1,0.229807416,19.7755102,4.12244898,1,0,0.997163121,0.444444444,1,32154,70,project
vmihailenco/msgpack,Go,1,1,0.027573215,4.691489362,1.29787234,1,0,0.996527778,0.6,0,11356,40,project
apache/cordova-mobile-spec,JavaScript,24,0,0.191338747,6.609375,0.1640625,1,0,0.955102041,0.4,1,7768,70,project
apache/cordova-weinre,JavaScript,2,0,0.137789543,2.311111111,0.177777778,1,0,1,0.347457627,1,143308,30,project
flyway/flyway,Java,8,1,0.40054598,20.18548387,0.935483871,1,0,0.963576159,0,1,44796,60,project
jeroendoggen/Arduino-TestSuite,Python,2,0,0.177366703,48.5,7,1,0.028880866,1,0,1,1512,50,project
allanlw/seeborg,C++,1,0,0.033118675,1.375,0,1,0,1,0,0,2102,5,project
harvard-lts/fits,Perl,4,0,0.066581834,9.205128205,0.858974359,1,0,0.984732824,0.8,1,1018152,40,project
randombit/botan,C++,2,1,0.186720884,74.44444444,5.421052632,1,0.012541035,0,0.392857143,0,335206,55,project
angelozerr/tern.java,Java,2,1,0.170131071,16.73684211,4.868421053,1,0.008763562,0.944444444,0.152431791,1,2372260,60,project
gdg-x/frisbee,Java,5,1,0.119584506,36.11111111,4.682539683,1,0.049359993,1,0.555555556,1,40684,80,project
slightlyoff/cassowary.js,JavaScript,1,1,0.124966622,8.646153846,0.830769231,1,0,0.897959184,0,0,19662,40,project
gatoatigrado/vimap,Python,3,1,0.245451026,5.72,0.36,1,0.552303523,0.96,0,0,3898,50,project
hw-cookbooks/gdash,Ruby,4,1,0.119685039,0.643564356,0.00990099,1,0,0.9,0,0,1118,20,project
xapi-project/xen-api-sdk,C#,5,1,0.227426222,5.686746988,0.024096386,1,0,0.997093023,0,0,31572,60,project
apache/cordova-plugin-dialogs,JavaScript,28,1,0.123751523,3.511627907,0.174418605,1,0,0.913043478,0.00728863,0,7194,70,project
apache/cordova-plugin-file-transfer,JavaScript,26,1,0.102553924,5.727272727,0.704545455,1,0,0.993355482,0.008708273,0,13564,70,project
ros-infrastructure/rosdep,Python,13,1,0.298625401,6.944444444,4.768518519,1,0.041296625,0.949450549,0,0,17042,70,project
doo/log4qt,C++,3,0,0.366601541,0.719298246,0,1,0.166390163,1,0,0,23342,25,project
lesfrontaliers/grunt-adb,JavaScript,1,0,0.102362205,1.75,0.125,1,0,1,1,0,228,30,project
mongomapper/mongomapper,Ruby,8,1,0.019406203,17.81521739,4.489130435,1,0.728947666,0.941018767,0,0,35472,60,project
technopolis/where-is-my-portlet,JavaScript,2,0,0.043764252,0.733333333,0.266666667,1,0,1,0,0,21806,10,project
dropwizard/dropwizard,Java,15,1,0.156976448,49.61261261,0.225225225,1,0.543609093,0,0,1,132584,65,project
nodeschool/nodeschool.github.io,JavaScript,107,0,0.203372356,23.06329114,1.291139241,1,0,0.98957346,0.224137931,0,95812,70,project
hyperopt/hyperopt,Python,3,1,0.185000333,10.61682243,4.925233645,1,0.411339181,0.978552279,0.4,1,24494,60,project
vanto/apache-ode-tomcat-bundle,Ruby,2,0,0.575609756,0.5,0,1,0,0.8,0,0,174,15,project
thatjpk/cloudflare-ddns,Python,4,0,0.113360324,0.863636364,0.25,1,0,1,0,0,438,20,project
apache/cloudstack-docs,HTML,10,0,0.080015169,3,0,1,0,0.945945946,0,0,43668,35,project
dpgaspar/Flask-AppBuilder,Python,1,1,0.13764594,44.87804878,11.51219512,1,0.029982055,0.970917226,0.000624025,0,130588,50,project
jhipster/generator-jhipster,JavaScript,34,0,0.103369982,314.4146341,1.012195122,1,0,0,0,0,440708,55,project
conda/conda,Python,13,1,0.006873095,164.5744681,0,1,0.32178401,0,0.002032595,0,5088820,50,project
carrot/roots-dynamic-content,CoffeeScript,4,1,0.035439137,1.735294118,0.794117647,1,0,0.956521739,0.5,0,1252,20,project
florentp/spring-simplejdbcupdate,Java,2,0,0.397012579,0.375,0.017857143,1,0.178819444,1,0,0,1534,30,project
craiig/HOTDOGSEAGULL,JavaScript,1,0,0.207438017,5.75,1.083333333,1,0,0.875,0.571428571,0,1918,50,project
couchbase/couchbase-lite-java-listener,Java,3,0,0.229732691,3.515625,1.078125,1,0.000598355,1,0,1,14062,40,project
UWFlow/rmc,JavaScript,3,1,0.222832458,26.20987654,1.740740741,1,0,0.995121951,0,0,143204,40,project
aio-libs/aiozmq,Python,2,1,0.174213278,8.725,1.0875,1,0.592802264,0.992,0,0,16742,50,project
GitbookIO/javascript,NULL,5,0,0,12.125,2.3125,1,0,0.763358779,1,0,1872,60,project
cha55son/stash-commit-graph-plugin,JavaScript,1,0,0.258907606,2.861111111,1.944444444,1,0,1,0,1,14518,20,project
pydanny/cached-property,Python,5,1,0.247752248,2.386666667,0.6,1,0.658426966,0.940366972,0.4,1,1506,60,project
ceph/cephfs-hadoop,Java,3,0,0.315987934,1.659090909,0.159090909,1,0.213836478,0.896551724,0,1,3628,30,project
ipython-books/cookbook-code,Jupyter Notebook,2,0,0.857952524,3.490909091,0.545454545,1,0,1,0,0,11980,40,project
apache/ant-ivyde,Java,2,0,0.281946695,5.722972973,0.060810811,1,0.008494435,0.909090909,0.5,1,51404,60,project
wildfly/wildfly-core,Java,14,0,0.195560286,125.2276423,0.284552846,1,0.32535198,0,0,0,1564410,65,project
mesos/mesos-go,Go,3,1,0.050779947,13.87012987,2.298701299,1,0,1,0.2,0,779752,40,project
7eggs/node-druid-query,JavaScript,1,1,0.170379394,2.955223881,0.28358209,1,0,1,0.003367003,0,9534,20,project
servo/servo,Rust,38,1,0.063594632,418.4368932,0,1,0,0,0,1,10068032,40,project
neo4jrb/neo4j-core,Ruby,4,1,0.066193489,18.76923077,1.604395604,1,0.339361293,0.966005666,0.590909091,1,12104,50,project
docker/kitematic,JavaScript,5,1,0.059992067,32.375,12.625,1,0,0.96359743,0.114218658,0,56878,60,project
spring-cloud/spring-cloud-netflix,Java,8,0,0.11157657,37.47945205,1.246575342,1,0.357884797,0.976461655,0,1,48778,70,project
QuantEcon/QuantEcon.jl,Julia,5,1,0.123337766,9.152777778,1.611111111,1,0,0.967153285,1,1,15822,70,project
outbrain/zookeepercli,Go,5,0,0.073646085,1.962264151,0.320754717,1,0,0.960784314,0,1,10742,40,project
colinmarc/hdfs,Go,2,1,0.118553699,5.535211268,1.943661972,1,0,0.965517241,0,1,39346,40,project
sclorg/rhscl-dockerfiles,Shell,2,0,0.114155419,3.857142857,0.571428571,1,0,1,0,0,48174,40,project
swagger-api/swagger-codegen,HTML,84,1,0.198789726,101.2636364,0,1,0,0,0,1,1408752,50,project
rancher/go-rancher,Go,4,0,0.036454195,5.584615385,3.184615385,1,0,1,0.896860987,0,189198,40,project
shanelau/zhihu,JavaScript,4,1,0.12945265,1.615384615,0.326923077,1,0,1,0.181818182,0,2004,30,project
asm-products/instascope,Objective-C,2,0,0.220661531,23,5,1,0.002238806,1,0,0,6880,40,project
Lavaburn/puppet-razor,Ruby,1,1,0.137088565,1.473684211,0.105263158,1,0.3732493,0.807692308,0.450980392,0,5086,40,project
cloudfoundry-attic/cf-docs,CSS,19,0,0.008185654,92.64285714,2,1,0,0.987060998,0,0,47012,50,project
chartjs/Chart.js,JavaScript,15,1,0.05964123,37.06741573,4.06741573,1,0,0,0.276578895,1,163030,55,project
select2/select2,JavaScript,81,0,0.110969656,25.58823529,0.362745098,1,0,0.995502249,0.416666667,0,135474,70,project
rust-lang/libc,Rust,77,0,0.031024315,59.05970149,6.23880597,1,0,0,0.35483871,1,155102,55,project
rime/squirrel,Objective-C,1,1,0.069130296,3.86407767,3.844660194,1,0,0.974683544,0,0,11688,40,project
crate/crate-web,HTML,10,0,0.098835653,42.43333333,0.333333333,1,0,0.997894737,0.888888889,0,26934,70,project
ppoffice/hexo-theme-hueman,JavaScript,7,0,0.043787498,2.865671642,3,1,0,1,0,1,39526,30,project
galaxyproject/galaxy,Python,19,0,0.160362693,291.9030303,0,1,0.073199314,0,0.140250855,0,1045644,70,project
noelherrick/jell,Java,2,0,0.007428041,0.29787234,0,1,0.407119021,1,0,0,2138,15,project
revelc/formatter-maven-plugin,Java,3,0,0.193643755,7.096774194,1.25,1,0.244509517,0.995515695,0,1,10910,50,project
db-migrate/node-db-migrate,JavaScript,7,1,0.032281428,11.16,5.02,1,0,0.994169096,0.635228849,0,18706,60,project
facebook/react-native,JavaScript,241,0,0.150083224,312.7014925,11.88059701,1,0,0.712296984,0.505208333,0,862946,70,project
romeovs/nano-promises,JavaScript,2,1,0.025236593,0.875,0.15625,1,0,1,0,0,618,10,project
ZhaoKaiQiang/JianDan,Java,2,0,0.073041429,19.57142857,2,1,0,0.882352941,0.8,0,18884,50,project
bbottema/simple-java-mail,Java,1,0,0.225882973,11.04444444,1.925925926,1,0.257288865,0.981132075,0.5,1,41118,60,project
kr1sp1n/node-vault,JavaScript,7,1,0.015485203,4.777777778,1.031746032,1,0,0.915151515,0.1,0,5722,60,project
cscenter/hpcourse,Java,68,0,0.174041264,26.5,0,1,0.008835321,0.958419958,0,0,574712,65,project
zachlatta/pyre,Go,1,0,0.003257329,0.53125,0.0625,1,0,0.666666667,0,0,612,10,project
redox-os/redox,Makefile,2,0,0.28723695,49.75,13.35416667,1,0,1,0.333333333,0,5216,50,project
gatsbyjs/gatsby,JavaScript,894,0,0.046098803,264.3492063,9.841269841,1,0,0,0.804204696,0,1582648,55,project
yabwe/medium-editor-tables,JavaScript,5,1,0.006314581,3.128205128,0.923076923,1,0,0.923076923,0.157894737,0,3462,60,project
iovisor/bcc,C,47,1,0.119148878,55.21875,17.796875,1,0.005365029,0,0.769230769,1,386898,65,project
Emergya/peer,Python,6,0,0.151655383,14.98591549,1.309859155,1,0.00846375,1,0,0,59396,70,project
salat/salat,Scala,3,1,0.357575758,8.948979592,1.306122449,1,0,0.965753425,0,1,19716,40,project
kakao/kakao.github.io,JavaScript,15,0,0.013165332,7.72972973,0.108108108,1,0,1,0,0,83802,50,project
angular/universal,TypeScript,5,0,0.1139416,35.82258065,16.56451613,1,0,0.992181947,0.639810427,1,20452,70,project
Kentico/KInspector,C#,10,1,0.012542038,14.73214286,2.946428571,1,0.292269327,0.958199357,0.027051727,1,49916,70,project
mongodb/mongoid,Ruby,10,0,0.148253428,56.87878788,0.053030303,1,0.818854186,0.992957746,0.181102362,0,224132,80,project
ibm-bluemix-mobile-services/bms-clientsdk-android-push,Java,4,1,0.127625967,3.789473684,0.561403509,1,0,0.994764398,0.285714286,0,11046,50,project
own-pt/openWordnet-PT,Awk,2,0,0,2.582417582,1.736263736,1,0,0.909090909,0,0,146614,10,project
chef-cookbooks/chef-client,Ruby,35,1,0.105988593,12.65517241,1.974137931,1,0.306122449,0.997419355,0.666666667,1,7524,80,project
alexkuz/redux-pagan,JavaScript,1,0,0.010600707,0.4,0.083333333,1,0,0.8,0.833333333,0,560,20,project
nsqio/pynsq,Python,6,0,0.184107002,4.402173913,0.804347826,1,0.022592593,0.990740741,0,1,6222,70,project
conda-forge/staged-recipes,Python,320,1,0.183073229,948.85,11.26666667,1,0,0,0.666666667,0,2722,65,project
redox-os/redox,Makefile,2,0,0.28723695,49.75,13.35416667,1,0,1,0.333333333,0,5216,50,project
linkedin/PalDB,Java,2,1,0.20595264,3.363636364,2.090909091,1,0.381478823,0.947368421,0.333333333,1,14620,60,project
dvdkruk/avroclipse,Xtend,2,1,0.070354321,2.086206897,0.25862069,1,0,1,0,1,7294,20,project
pmwisdom/cordova-background-geolocation-services,Java,2,0,0.088192771,2.224489796,1.979591837,1,0,1,0.333333333,0,3784,30,project
vuejs/cn.vuejs.org,JavaScript,64,0,0.044335113,45.525,2.6125,1,0,1,0.052631579,0,68374,60,project
pmwisdom/cordova-background-geolocation-services,Java,2,0,0.088192771,2.224489796,1.979591837,1,0,1,0.333333333,0,3784,30,project
an-rahulpandey/cordova-plugin-mediapicker,Java,1,0,0.373140496,2.620689655,0.517241379,1,0,1,0.333333333,0,3034,30,project
intljusticemission/react-big-calendar,JavaScript,60,1,0.022041092,9.666666667,1.916666667,1,0,0.958646617,0.169014085,1,81108,60,project
zalando/intellij-swagger,Java,2,1,0.007690737,7.145833333,4.083333333,1,0.162464986,0.995515695,0.009090909,0,58320,50,project
cache2k/cache2k-benchmark,Java,1,0,0.267017308,4.661764706,0.058823529,1,0.065291387,0.714285714,0,0,23970,50,project
pivotalsoftware/quickstep,C++,8,1,0.234259174,137.5,7.25,1,0.341192118,0.876404494,0,0,751812,70,project
typelevel/cats,Scala,48,1,0.190315231,71.65671642,15.26865672,1,0,0,1,1,108752,65,project
booleanhunter/ReactJS-AdminLTE,JavaScript,3,0,0.147162391,4.233333333,1.466666667,1,0,0.903225806,0.004447409,0,484874,50,project
eclipse/omr,C++,25,1,0.194025963,179.5185185,25.38888889,1,0.075177735,0,0,0,1788350,65,project
PebbleTemplates/pebble,Java,3,1,0.153250774,13.07692308,3.56043956,1,0.466580977,0.99734748,0,0,55794,50,project
prestodb/presto,Java,33,1,0.150979688,186.9484536,8.824742268,1,0.287241233,0,0.009931245,0,1995140,75,project
PatricZhao/ParallelR,R,1,0,0.281063732,1.888888889,0.083333333,1,0,1,0,0,3136,20,project
Taywee/args,C++,3,1,0.07771547,5.38,1,1,0.755742949,1,0,0,30262,50,project
google/trillian,Go,9,1,0.160659114,43.88235294,5.607843137,1,0,0,0.9375,0,145070,65,project
googledatalab/datalab,TypeScript,9,1,0.172885359,27.74324324,11.93243243,1,0,0,0.430217248,0,77054,65,project
mgormley/pacaya-nlp,Java,1,1,0.138192922,42.88,0,1,0.249256158,1,0,1,66042,45,project
meta-rust/meta-rust,PHP,5,0,0.307407407,10.74285714,1.385714286,1,0,0.993957704,0,0,748,60,project
jhalterman/failsafe,Java,1,1,0.322345855,8.810344828,3.620689655,1,0.558631705,0.944444444,0,0,16200,50,project
cilium/cilium,Go,16,1,0.15220934,253.2142857,8.017857143,1,0,0,0.12972973,0,3606298,65,project
SharePoint/sp-dev-docs,PowerShell,26,0,7.63E-05,92.08163265,12.46938776,1,0,0,0.13283208,0,445820,55,project
zellio/ansible-vault-mode,Emacs Lisp,3,0,0.111627907,1.707317073,0.097560976,1,0,1,0,0,764,20,project
KyoSherlock/MidiDriver,Java,2,0,0.258121129,0.473684211,0.368421053,1,0.001003624,1,0,0,43118,20,project
istio/proxy,C++,22,1,0.200807749,34.46666667,0.244444444,1,0.238507301,0,0.188235294,1,46700,75,project
yhat/ggpy,Python,1,0,0.738371407,36.57142857,66,1,0.0249669,0.921052632,0,0,13308,50,project
jcbvm/i18n-editor,Java,2,1,0.214797534,6.243243243,1.540540541,1,0.064711151,0.576923077,0,0,9424,50,project
kubernetes-incubator/external-storage,Go,14,1,0.194190873,46.97560976,14.09756098,1,0,1,0,1,1888346,60,project
apache/openwhisk-package-pushnotifications,JavaScript,7,1,0.152027027,3,0.827586207,1,0,1,0.333333333,0,2008,50,project
scalameta/scalafmt,Scala,4,1,0.115221483,58.34482759,0.568965517,1,0,0.997997998,0.823529412,1,70508,50,project
tagtime/TagTime,Java,7,0,0.165663276,3.179775281,0.539325843,1,0,0.971830986,0.25,0,16076,70,project
macacajs/XCTestWD,Swift,2,0,0.113534448,11.42105263,2.552631579,1,0.365469749,1,0.133333333,0,8698,60,project
locationtech/geowave,Java,14,1,0.153312365,27.85135135,8.472972973,1,0.182636113,0.992631579,0.071428571,0,480248,80,project
lotabout/CodeGenerator,Java,2,0,0.046687851,1.636363636,0.333333333,1,0,1,0,1,7800,10,project
intel/appframework,CSS,4,1,0.052306788,22.3125,10.25,1,0,0.978991597,0.513513514,0,58050,40,project
target/REDstack,Python,4,0,0.190332326,0.9,0,1,0,1,0,0,5360,15,project
electron/electronjs.org,Handlebars,10,0,0.002333369,143.1384615,5.553846154,1,0,0,0.873187909,0,607142,55,project
apache/mnemonic,Java,5,1,0.275148893,8.910714286,0.178571429,1,0.326596445,0.995670996,0,1,48926,70,project
apache/skywalking-ui,JavaScript,3,1,0.065497397,20.76,3.6,1,0,1,0.871829887,0,75020,40,project
apache/incubator-pagespeed-mod,C++,11,1,0.157019323,41.16393443,4,1,0.456205208,0.982677165,0.6,0,1039176,80,project
JamesLaverack/cljfmt-runner,Clojure,1,0,0.052419355,2.666666667,0.222222222,1,0,0.916666667,0,0,470,10,project
symfony/symfony,PHP,34,1,0.127153724,397.1015625,6.2421875,1,0.001116602,0,0.668721109,0,1642166,65,project
binaryage/totalfinder-i18n,HTML,30,0,0.064009997,14.17213115,3.5,1,0,1,0,1,13482,50,project
php/php-src,C,48,1,0.055515234,469.3657588,1.097276265,1,0.030271391,0.692475463,0.289473684,0,4591080,70,project
bbangert/velruse,Python,8,0,0.157763769,13.63414634,1.341463415,1,0.238007864,0.889534884,0,1,10154,70,project
lojjic/PIE,HTML,3,0,0.096385023,5.101123596,3.247191011,1,0,0.914285714,0,0,41944,40,project
ghoseb/planet.clojure,Python,5,0,0.140011085,12.265625,2.390625,1,0.063660182,0.998263889,0,0,55858,70,project
munin-monitoring/munin,Perl,13,1,0.187174151,41.53535354,2.51010101,1,0,0.989648033,0.166666667,0,151540,70,project
basho/riak-python-client,Python,11,1,0.257606255,15.45263158,2.178947368,1,0.252874962,0.986754967,0,1,38358,70,project
Netflix/Priam,Java,14,1,0.255601783,13.14814815,1.888888889,1,0.306112906,0.993720565,0.083333333,1,50098,80,project
webmin/webmin,HTML,2,0,0.084078465,118.1055901,5.180124224,1,0,0.972154964,1,1,1023110,50,project
maxcom/lorsource,Java,3,1,0.207481656,48.52830189,1.591194969,1,0.163004776,0.995629371,0,0,96776,50,project
apache/commons-math,Java,6,1,0.346674216,32.00485437,0.723300971,1,0.472162414,0.722826087,1,0,327686,80,project
voxpupuli/puppet-nginx,Ruby,75,1,0.07657967,18.11711712,4.09009009,1,0.97472646,0.991530551,0.145833333,0,26890,80,project
kmmbvnr/django-jenkins,Python,5,0,0.060118544,6.886075949,2.886075949,1,0.466413181,0.966244726,0,1,2220,60,project
apache/bookkeeper,Java,13,0,0.235516194,20.45132743,7.14159292,1,0.396484326,0.933463796,0.229508197,1,603034,80,project
mesos/mesos,C++,5,0,0,44.62222222,0.777777778,0,0,0.941176471,0,1,20,50,project
alsmola/nopassword,Ruby,3,0,0.167170191,1.163043478,0.108695652,1,0.47,0.830188679,0,0,1654,30,project
mgomes/api_auth,Ruby,9,1,0.020232676,2.752212389,0.575221239,1,0.713790113,0.951690821,0.117647059,1,7748,50,project
lobbin/tapestry-spring-security,Java,4,0,0.278069255,1.173076923,0.019230769,1,0.264576803,1,0,0,4128,30,project
oltpbenchmark/oltpbench,Java,5,1,0.255630917,10.22222222,1.342592593,1,0.036817726,0.921630094,0,0,123138,70,project
picketlink/picketlink,Java,3,0,0.177714362,27.52631579,4.438596491,1,0.221634109,1,0,1,705378,50,project
capotej/base,Shell,2,0,0.048657718,2,0,1,0,1,0,0,1134,5,project
cenobites/flask-jsonrpc,Python,1,1,0.090904753,1.858695652,0.565217391,1,0.58312552,1,0,1,38102,30,project
ryszard/goskiplist,Go,1,1,0.114695341,1.529411765,0.205882353,1,0,0.833333333,0,0,2470,20,project
apache/streams,Java,6,0,0.168421302,19.30434783,5.52173913,1,0.277042018,1,0.018644068,0,210584,80,project
dukesoferl/fw,Shell,2,1,0.21352413,1.464646465,0.02020202,1,0,1,0,0,11212,20,project
ericclemmons/grunt-express-server,JavaScript,6,1,0.143005181,2.474576271,1.203389831,1,0,0.934210526,0,0,1654,40,project
zendframework/zf1,PHP,9,1,0.145317865,15.14084507,5.535211268,1,0.353171775,0.965048544,0.00125,1,3766444,70,project
howardabrams/labrats,JavaScript,1,0,0.221552878,11,0,1,0,1,0,0,2326,35,project
NanoHttpd/nanohttpd,Java,9,1,0.283702816,7.304878049,4.756097561,1,0.471362126,0.935064935,0,1,19128,70,project
intaro/pinboard,PHP,4,0,0.060019771,4.640625,1.390625,1,0,0.97,0.769230769,0,13312,40,project
puniverse/quasar,Java,2,1,0.206218197,37.2238806,4.104477612,1,0.198044107,0.88,0.652777778,1,365654,60,project
dkandalov/live-plugin,Groovy,1,1,0.065299855,10.83018868,0.896226415,0,0,1,0.875,1,20698,40,project
PlayNetwork/esimport,Python,2,0,0.158150852,12.2,1.4,1,0,1,0,1,692,40,project
apache/sis,Java,1,0,0.523379928,50.304,0.152,1,0.235679714,1,0,1,531908,50,project
xapi-project/xen-api,OCaml,26,1,0.129192238,90.20740741,0.459259259,1,0,0,0,1,294286,55,project
apache/cordova-plugin-inappbrowser,Java,39,1,0.117633302,7.426966292,4.415730337,1,0,0.906976744,0.011594203,0,15092,70,project
FuseByExample/activemq-amqp-example,Java,1,0,0.246882793,0.365853659,0.024390244,1,0,1,0,0,604,20,project
NetComposer/nksip,Erlang,1,0,0.198054889,22.12121212,0.606060606,1,0,0.878378378,0,1,60194,40,project
shawnsilva/steamprofilecard,Python,1,1,0.298507463,0.428571429,0,1,0.042402827,1,0,0,752,25,project
oguzbilgic/socketio,Go,1,1,0.067395264,6.4,0.2,1,0,0.666666667,0,1,1024,40,project
unbit/uwsgi.it,Python,1,0,0.042609299,14.22222222,0.920634921,1,0.152339499,0.914893617,0,0,13796,40,project
ethereum/go-ethereum,Go,15,1,0.09042681,149.8625,2.0625,1,0,0,0.653846154,1,1059580,65,project
JuliaStats/StatsBase.jl,Julia,19,1,0.062224234,7.266666667,3.122222222,1,0,0.961130742,0.333333333,1,16578,60,project
jsbin/jsbin,JavaScript,4,1,0.075266383,47.01538462,0.038461538,1,0,1,0.001249479,0,972178,40,project
drone/drone,Go,15,0,0.10120523,46.93670886,0.392405063,1,0,0.970963995,0.217391304,0,158098,70,project
radish-bdd/radish,Python,2,0,0.285755941,16.37096774,2.048387097,1,0.169146227,0.99795082,0.285714286,0,19596,60,project
MysterionRise/mavenized-jcuda,Shell,3,1,0.032990315,2.260869565,0.217391304,1,0,1,0,0,6390,10,project
awesomeWM/awesome,Lua,7,1,0.273133536,65.38461538,2.051282051,1,0,0,0.875,0,150614,65,project
finagle/finch,Scala,7,1,0.151037938,25.4,5.186666667,1,0,0.98125,0,0,16604,60,project
dnvriend/akka-persistence-jdbc,Scala,8,1,0.123368761,9.973333333,1.946666667,1,0,0.998065764,1,0,13032,70,project
concourse/concourse,Go,23,0,0.009701173,300.8026316,9.539473684,1,0,0,0.397260274,0,660868,55,project
inaka/elvis,Erlang,7,1,0.027777778,8.364864865,4.364864865,1,0,1,0.2,1,4340,60,project
QuantEcon/QuantEcon.jl,Julia,5,1,0.123337766,9.152777778,1.611111111,1,0,0.967153285,1,1,15822,70,project
apache/cordova-plugin-test-framework,HTML,14,0,0.173125148,1.530612245,0.12244898,1,0,1,0.001398601,1,69904,40,project
kany/kairos-api,Ruby,1,0,0.033492823,1.03125,0.03125,1,0.720883534,0.666666667,0,0,2828,20,project
mission-peace/interview,Java,4,0,0.16535241,16.77083333,1.625,1,0.020441807,0.667870036,0,0,61602,50,project
thaliproject/ThaliHTML5ApplicationFramework,JavaScript,4,0,0.189013035,53,12,1,0,1,0.307692308,0,3484,50,project
gearpump/gearpump,Scala,5,1,0.234338333,35.890625,15.578125,1,0,0.911504425,1,0,60034,70,project
QubitProducts/bamboo,Go,11,1,0.051799687,10.43243243,3.378378378,1,0,0.981220657,0.121212121,0,24236,60,project
apache/flink,Java,70,0,0.253832952,202.5948276,4.00862069,1,0.167423513,0,0.012938639,1,2214682,75,project
outsideris/slack-invite-automation,JavaScript,16,1,0.018438178,3.254545455,1.054545455,1,0,0.970149254,0.014104372,0,5430,60,project
apache/incubator-samoa,Java,7,1,0.338256874,1.93442623,1.37704918,1,0.076468934,0.86407767,0,1,68546,50,project
michaelzangl/minebot,Java,3,0,0.237636577,4.319444444,4.111111111,1,0,1,0,1,50656,40,project
holdenk/spark-testing-base,Scala,3,1,0.26863354,10.3442623,2.950819672,1,0,0.928853755,0.818181818,0,10362,50,project
python/typeshed,Python,196,1,0.028213466,56.98484848,15.77272727,1,0.006329024,0,0.294117647,0,142254,65,project
otros-systems/otroslogviewer,Java,3,1,0.16263874,7.095238095,7.571428571,1,0.161411054,0.98974359,0.04040404,0,112260,60,project
phonegap/phonegap-plugin-push,Java,25,1,0.094565826,10.12903226,4.333333333,1,0,0.923868313,0.027027027,1,16162,70,project
google/eddystone,C,8,1,0.223935852,9.275862069,5.310344828,1,0,0.923076923,0.142857143,0,93494,70,project
gaowhen/summer,JavaScript,1,0,0.1597911,13.125,0.125,1,0,1,0.375,0,38290,50,project
Elhuyar/Elixa,Java,2,0,0.274071033,1.854166667,0,1,0,1,0,0,14144,15,project
dgraph-io/dgraph,Go,21,1,0.07820809,80.1,0,1,0,0,0.165898618,0,468368,60,project
iheartradio/play-swagger,Scala,3,1,0.073503777,7.172413793,2.568965517,1,0,0.93597561,0.333333333,0,6378,50,project
